name,age,nationality,height_cm,weight_kg,overall,position,pace,shooting,passing,dribbling,defending,physical,stamina,strength,agility,vision,preferred_foot_encoded,height_cm_norm
Ricardo Horta,28,Portugal,173,63,82,CAM,80,83,80,80,43,70,83,63,83,84,1.0,1.73
M. Zaccagni,28,Italy,177,63,82,LW,87,77,74,88,57,67,77,63,92,77,1.0,1.77
I. Provedel,29,Italy,192,84,82,GK,64,80,80,38,82,56,28,56,38,63,1.0,1.92
Javi Galán,28,Spain,172,70,82,LB,81,56,77,83,79,72,77,64,75,60,0.0,1.72
O. Giroud,36,France,193,91,82,ST,43,83,74,74,42,80,61,90,55,78,0.0,1.93
Fernando,35,Brazil,183,76,82,CDM,63,62,74,73,82,81,80,81,69,78,1.0,1.83
C. Romero,25,Argentina,185,79,82,CB,70,46,59,66,84,80,71,81,67,50,1.0,1.85
J. Sancho,23,England,180,76,82,LW,78,70,80,87,33,47,66,45,89,84,1.0,1.8
E. Ünal,26,Turkey,187,78,82,ST,72,84,70,82,40,80,78,83,81,70,1.0,1.87
Y. Tielemans,26,Belgium,176,72,82,CM,50,79,85,79,69,69,82,65,62,86,1.0,1.76
F. Schär,31,Switzerland,188,84,82,CB,54,68,75,73,84,77,71,80,53,74,1.0,1.88
S. Savić,32,Montenegro,187,80,82,CB,64,35,57,57,85,80,70,82,57,55,1.0,1.87
Iñigo Martínez,32,Spain,182,76,82,CB,71,56,67,61,82,80,69,82,66,55,0.0,1.82
D. Tadić,34,Serbia,181,76,82,LW,64,80,85,83,43,76,86,79,71,88,0.0,1.81
S. de Vrij,31,Netherlands,189,78,82,CB,64,41,64,69,84,76,71,78,61,70,1.0,1.89
C. Wilson,31,England,180,66,82,ST,80,82,67,79,42,76,73,77,75,70,1.0,1.8
D. Szoboszlai,22,Hungary,186,74,82,CAM,83,82,84,82,34,64,74,67,80,84,1.0,1.86
N. Molina,25,Argentina,175,70,82,RB,85,67,76,79,78,71,86,61,82,76,1.0,1.75
F. Mendy,28,France,180,73,82,LB,92,64,76,77,77,86,91,84,81,75,0.0,1.8
Lucas Mantela,23,Brazil,183,77,82,GK,58,86,85,36,79,85,44,85,36,70,1.0,1.83
Josué Chiamulera,31,Brazil,185,80,82,CB,78,43,56,64,84,79,77,76,76,42,1.0,1.85
Joselu,33,Spain,192,80,82,ST,63,84,69,74,33,77,68,85,63,73,1.0,1.92
M. Locatelli,25,Italy,185,75,82,CDM,67,70,80,78,79,80,89,77,65,82,1.0,1.85
D. Upamecano,24,France,186,90,82,CB,83,45,63,72,81,83,65,88,66,58,1.0,1.86
D. Malen,24,Netherlands,178,77,82,RW,89,80,73,85,35,73,76,73,87,74,1.0,1.78
F. Kessié,26,Côte d'Ivoire,183,74,82,CDM,79,76,74,79,81,87,93,87,70,76,1.0,1.83
Á. Correa,28,Argentina,171,70,82,ST,85,84,77,86,50,75,84,68,90,82,1.0,1.71
Coutinho,30,Brazil,172,68,82,CAM,62,79,80,88,52,59,74,52,91,82,1.0,1.72
F. Amorebielsa,28,Venezuela,194,83,82,CB,53,47,56,50,81,85,68,91,44,59,0.0,1.94
M. Flekken,30,Netherlands,195,87,82,GK,58,79,83,34,83,72,28,72,34,43,1.0,1.95
M. Pjanić,31,Bosnia and Herzegovina,178,72,82,CM,65,68,83,81,75,67,79,60,74,84,1.0,1.78
D. Payet,35,France,175,77,82,CAM,70,78,84,83,40,65,67,71,81,87,1.0,1.75
E. Camavinga,20,France,182,68,82,CDM,79,66,80,82,76,80,81,80,81,77,0.0,1.82
Diogo Costa,23,Portugal,192,84,82,GK,60,79,80,42,82,63,28,63,42,64,1.0,1.92
R. Le Normand,26,Spain,187,81,82,CB,62,26,54,59,84,79,70,86,41,32,1.0,1.87
D. Núñez,24,Uruguay,187,80,82,ST,90,81,71,76,43,85,88,85,78,76,1.0,1.87
K. Havertz,24,Germany,190,82,82,CAM,78,79,79,83,45,68,77,69,75,81,0.0,1.9
M. Taremi,30,Iran,185,83,82,ST,78,81,76,81,38,74,82,80,74,83,1.0,1.85
Mário Fernandes,30,Russia,187,80,82,RB,82,61,74,78,79,79,87,75,79,73,1.0,1.87
L. Openda,23,Belgium,177,79,82,ST,93,79,68,80,31,78,79,78,82,69,1.0,1.77
V. Grifo,30,Italy,180,76,82,LW,71,80,83,81,40,64,71,65,80,81,1.0,1.8
Z. Ibrahimović,40,Sweden,195,102,82,ST,58,85,76,77,34,72,34,85,67,83,1.0,1.95
L. Bender,31,Germany,185,78,82,RB,60,64,72,72,84,77,77,76,64,75,1.0,1.85
Dani Alves,35,Brazil,172,68,82,RB,78,71,81,84,77,66,74,55,84,78,1.0,1.72
P. Čech,36,Czech Republic,196,90,82,GK,58,75,70,46,80,63,32,63,46,53,0.0,1.96
Aduriz,38,Spain,182,78,82,ST,61,82,64,75,49,74,50,82,56,73,1.0,1.82
D. De Rossi,35,Italy,184,83,82,CDM,59,64,73,69,85,77,70,78,62,73,1.0,1.84
A. Valencia,32,Ecuador,180,83,82,RB,85,67,76,80,79,79,81,79,72,71,1.0,1.8
B. Chilwell,26,England,180,77,81,LB,74,60,78,78,77,73,80,69,69,75,0.0,1.8
A. Rrahmani,29,Kosovo,192,83,81,CB,63,51,58,62,83,80,70,85,49,48,1.0,1.92
Danilo Pereira,31,Portugal,188,83,81,CDM,50,63,70,71,80,86,84,89,52,70,1.0,1.88
G. Kondogbia,30,Central African Republic,188,76,81,CM,69,75,76,76,81,89,88,92,72,81,0.0,1.88
G. Lo Celso,27,Argentina,177,68,81,CAM,70,75,83,84,68,73,74,69,81,85,0.0,1.77
Yeray,28,Spain,182,79,81,CB,64,49,68,65,83,76,68,77,55,62,1.0,1.82
A. Milik,29,Poland,186,80,81,ST,59,83,72,78,40,74,63,81,69,78,0.0,1.86
M. Arnold,29,Germany,184,74,81,CDM,66,79,79,78,76,75,81,72,68,78,0.0,1.84
E. Tapsoba,24,Burkina Faso,194,84,81,CB,75,54,65,70,82,79,75,83,66,66,1.0,1.94
M. Ugarte,22,Uruguay,182,77,81,CDM,72,64,73,77,77,80,83,76,69,74,1.0,1.82
A. Al Musrati,27,Libya,189,83,81,CDM,62,66,71,71,80,84,82,87,56,72,1.0,1.89
M. Terrier,26,France,184,78,81,LW,84,82,75,79,36,72,77,75,73,77,1.0,1.84
A. Danjuma,26,Netherlands,178,74,81,ST,86,81,76,83,44,67,65,72,83,77,1.0,1.78
Sancet,23,Spain,188,72,81,CAM,73,77,77,82,61,73,80,76,85,84,1.0,1.88
João Félix,23,Portugal,181,72,81,CF,81,79,78,85,40,67,75,62,88,80,1.0,1.81
I. Konaté,24,France,194,95,81,CB,77,34,57,68,82,82,65,90,60,51,1.0,1.94
A. Saint-Maximin,26,France,173,67,81,LW,89,73,73,88,29,68,77,72,93,77,1.0,1.73
B. Trémoulinas,30,France,172,65,81,LB,82,64,78,78,77,71,87,63,81,70,0.0,1.72
R. Eremenko,29,Finland,185,80,81,CAM,76,76,81,79,53,76,90,74,77,85,1.0,1.85
D. Drogba,38,Côte d'Ivoire,189,80,81,ST,66,82,69,75,36,79,64,86,63,76,1.0,1.89
S. Gerrard,36,England,183,83,81,CM,54,81,83,75,68,75,68,75,59,78,1.0,1.83
Mário Rui,32,Portugal,170,67,81,LB,81,57,77,80,76,68,83,55,88,70,0.0,1.7
Felipe Anderson,30,Brazil,175,70,81,RW,87,78,77,85,63,73,87,67,87,78,1.0,1.75
Oswaldinato,31,Brazil,184,79,81,ST,76,81,67,77,20,79,72,87,75,70,1.0,1.84
Nailton Suzuki,27,Brazil,180,75,81,CAM,82,73,77,82,52,71,75,74,75,75,1.0,1.8
Diego Carlos,30,Brazil,186,79,81,CB,67,47,63,67,81,77,50,87,62,63,1.0,1.86
M. Politano,29,Italy,171,67,81,RW,83,77,78,84,42,55,77,41,89,77,0.0,1.71
Tiago,35,Portugal,183,71,81,CM,55,69,78,74,68,75,67,76,60,82,1.0,1.83
M. Uribe,31,Colombia,183,77,81,CM,75,76,75,79,80,82,93,77,74,76,1.0,1.83
G. Bale,32,Wales,185,82,81,RW,80,84,81,79,55,69,58,76,77,77,0.0,1.85
L. Dunk,31,England,192,88,81,CB,45,51,66,66,82,80,70,84,40,63,1.0,1.92
Danilo,31,Brazil,184,78,81,CB,73,67,74,74,83,78,74,79,63,64,1.0,1.84
W. Zaha,30,Côte d'Ivoire,180,66,81,LW,90,78,72,85,37,76,78,74,85,70,1.0,1.8
Beto,25,Portugal,194,88,81,ST,86,79,59,75,25,84,78,91,63,60,1.0,1.94
A. Lookman,25,Nigeria,174,71,81,ST,86,81,69,85,30,67,69,67,90,76,1.0,1.74
H. Mkhitaryan,34,Armenia,177,75,81,CAM,78,79,79,83,56,72,78,69,85,84,1.0,1.77
B. Leno,31,Germany,189,83,81,GK,68,75,73,52,82,70,44,70,52,58,1.0,1.89
N. Matić,34,Serbia,194,83,81,CDM,34,67,77,77,79,78,74,82,47,72,0.0,1.94
J. David,23,Canada,175,70,81,ST,82,81,71,78,34,75,85,77,75,73,1.0,1.75
Pedro Porro,23,Spain,173,69,81,RB,82,73,77,81,74,77,91,71,78,77,1.0,1.73
N. González,25,Argentina,180,72,81,RW,87,76,73,83,45,64,76,55,81,69,0.0,1.8
Lucas Paquetá,25,Brazil,180,72,81,CAM,72,77,79,84,69,76,79,75,75,82,0.0,1.8
X. Schlager,25,Austria,174,78,81,CDM,74,70,74,78,75,80,86,76,75,78,0.0,1.74
D. Mertens,36,Belgium,169,61,81,CF,76,80,80,83,40,49,67,35,79,83,1.0,1.69
Helton,37,Brazil,189,80,81,GK,74,76,74,69,81,62,42,62,69,62,1.0,1.89
Alex,33,Brazil,188,92,81,CB,53,58,50,53,83,81,64,90,45,35,1.0,1.88
Mikel Arteta,33,Spain,175,64,81,CM,43,73,82,78,73,65,67,61,66,81,1.0,1.75
D. Berbatov,34,Bulgaria,189,75,81,ST,60,81,80,81,23,62,53,73,69,82,1.0,1.89
M. Klose,37,Germany,184,84,81,ST,70,77,63,73,28,63,53,72,64,63,1.0,1.84
M. Stranzl,35,Austria,191,83,81,CB,53,41,54,50,86,77,61,85,48,46,1.0,1.91
Éverton Ribeiro,26,Brazil,174,69,81,CAM,83,73,79,86,46,52,70,46,91,82,0.0,1.74
D. Astori,30,Italy,188,80,81,CB,68,36,53,60,84,77,69,80,57,46,0.0,1.88
H. Ben Arfa,30,France,178,74,81,CAM,76,77,77,86,35,69,67,72,85,78,0.0,1.78
Gabi,33,Spain,180,74,81,CM,64,73,79,76,75,73,76,69,74,79,1.0,1.8
D. Srna,35,Croatia,178,72,81,RB,73,75,85,75,78,74,74,72,71,86,1.0,1.78
C. Carrasso,35,France,187,93,81,GK,60,80,81,39,80,71,31,71,39,53,1.0,1.87
P. Mertesacker,32,Germany,198,90,81,CB,27,41,55,47,85,70,55,83,27,58,1.0,1.98
T. Motta,34,Italy,187,83,81,CDM,32,64,76,67,76,82,71,83,42,74,0.0,1.87
S. Eto'o,36,Cameroon,179,75,81,ST,74,83,74,79,37,71,65,70,78,75,1.0,1.79
Paco Alcácer,27,Spain,175,70,81,ST,77,84,69,81,35,61,60,63,83,67,1.0,1.75
J. Rodríguez,29,Colombia,180,75,81,RW,53,86,86,86,50,60,55,64,78,84,0.0,1.8
Marlos,33,Ukraine,174,76,81,CAM,79,76,78,86,47,68,70,72,85,82,0.0,1.74
A. Vidal,34,Chile,180,75,81,CM,65,79,79,79,82,82,78,80,81,80,1.0,1.8
Lucas Leiva,34,Brazil,179,78,81,CDM,56,65,73,76,82,69,66,65,71,77,1.0,1.79
A. Gignac,35,France,189,85,81,ST,68,83,73,75,41,84,72,92,66,75,1.0,1.89
G. Rulli,31,Argentina,189,84,81,GK,68,79,80,58,81,73,42,73,58,62,1.0,1.89
B. Bourigeaud,29,France,178,70,81,CM,73,77,82,81,67,76,87,72,72,81,1.0,1.78
Anderson Talisca,29,Brazil,189,75,81,CF,79,84,76,81,52,73,74,75,86,75,0.0,1.89
G. Ochoa,37,Mexico,185,78,81,GK,68,71,70,57,84,60,38,60,57,50,1.0,1.85
Pepe,40,Portugal,188,79,81,CB,75,51,60,61,81,87,82,86,62,48,1.0,1.88
Fred,30,Brazil,169,62,81,CM,75,69,79,81,76,70,94,52,89,81,0.0,1.69
Lucas Vázquez,32,Spain,173,70,81,RB,81,73,80,80,73,69,92,56,81,79,1.0,1.73
William Carvalho,31,Portugal,187,79,81,CDM,45,68,78,76,76,84,81,90,45,83,1.0,1.87
Brais Méndez,26,Spain,187,76,81,CM,71,80,82,81,65,73,71,73,76,84,0.0,1.87
D. Dumfries,27,Netherlands,188,80,81,RB,83,63,70,73,78,89,92,89,69,59,1.0,1.88
D. Kamada,26,Japan,184,72,81,CAM,79,73,80,83,54,64,84,57,83,82,1.0,1.84
Balde,19,Spain,175,69,81,LB,91,48,73,78,75,64,75,63,81,72,0.0,1.75
E. Skhiri,28,Tunisia,185,74,81,CDM,63,73,74,76,80,76,93,67,74,71,1.0,1.85
Malcom,26,Brazil,172,74,81,RW,83,79,78,84,28,66,80,64,86,81,0.0,1.72
S. Berghuis,31,Netherlands,182,75,81,CAM,77,82,82,81,40,69,78,64,83,81,0.0,1.82
B. Höwedes,31,Germany,188,77,81,CB,52,48,62,63,82,74,63,78,60,57,1.0,1.88
Beñat,32,Spain,177,76,81,CM,49,73,84,74,67,71,76,69,71,85,1.0,1.77
J. Mathieu,35,France,189,84,81,CB,68,64,73,62,83,81,78,87,51,58,0.0,1.89
S. Ruffier,33,France,188,93,81,GK,64,77,74,51,81,76,37,76,51,49,1.0,1.88
J. Clauss,30,France,178,69,81,RB,83,69,76,78,70,70,87,63,83,75,1.0,1.78
Reinildo,29,Mozambique,180,73,81,LB,84,55,68,75,80,79,83,75,77,64,0.0,1.8
M. Almirón,29,Paraguay,174,70,81,RW,87,77,75,81,56,64,86,52,86,78,0.0,1.74
L. Insigne,32,Italy,163,59,81,LW,80,78,81,86,36,44,70,34,89,83,1.0,1.63
S. Coates,32,Uruguay,196,94,81,CB,66,49,55,62,82,88,83,93,37,60,1.0,1.96
Welington Dano,23,Brazil,178,69,81,LB,79,54,76,79,75,74,89,68,83,75,0.0,1.78
Adriano Bisesi,31,Brazil,188,83,81,ST,78,84,62,72,33,72,52,82,60,58,1.0,1.88
Rosival Dourado,23,Brazil,175,70,81,CDM,77,57,74,77,82,69,91,56,72,77,1.0,1.75
L. Hrádecký,33,Finland,192,85,81,GK,63,70,65,43,83,55,34,55,43,53,1.0,1.92
Muniain,30,Spain,170,66,81,CAM,80,74,81,85,51,60,76,50,92,83,1.0,1.7
A. Sánchez,34,Chile,169,62,81,ST,71,83,80,85,48,66,65,65,87,83,1.0,1.69
E. Álvarez,25,Mexico,187,73,81,CDM,68,58,68,70,82,87,90,86,60,65,1.0,1.87
I. Sangaré,25,Côte d'Ivoire,191,77,81,CDM,66,66,74,75,81,86,87,91,64,74,1.0,1.91
E. Capoue,34,France,190,80,81,CM,50,75,78,75,79,78,79,79,48,80,1.0,1.9
Rui Patrício,35,Portugal,190,84,81,GK,67,78,77,61,79,77,45,77,61,64,0.0,1.9
D. Zapata,32,Colombia,189,88,81,ST,75,80,63,77,35,85,75,95,67,66,1.0,1.89
S. Khedira,33,Germany,189,90,81,CM,45,74,77,77,79,78,65,85,53,78,1.0,1.89
Javi Martínez,31,Spain,192,86,81,CDM,37,55,69,63,84,80,67,83,47,74,1.0,1.92
S. Bender,31,Germany,186,81,81,CB,66,52,63,60,84,77,75,76,63,65,1.0,1.86
L. Trossard,28,Belgium,171,67,81,CF,81,80,78,84,30,61,76,57,92,79,1.0,1.71
D. Calabria,26,Italy,177,70,81,RB,79,57,71,77,79,73,82,65,81,64,1.0,1.77
D. Kulusevski,23,Sweden,186,75,81,RW,76,77,80,84,56,75,84,73,79,83,0.0,1.86
S. Chukwueze,24,Nigeria,172,70,81,RW,89,75,74,84,36,63,70,66,86,76,0.0,1.72
A. Isak,23,Sweden,192,77,81,ST,83,81,72,84,39,72,74,75,81,79,1.0,1.92
Antony,23,Brazil,172,63,81,RW,83,76,74,87,46,73,84,62,93,75,0.0,1.72
J. Tah,27,Germany,195,94,81,CB,67,37,59,61,81,85,77,92,49,56,1.0,1.95
N. Aké,28,Netherlands,180,75,81,CB,75,53,72,74,82,77,71,78,67,66,0.0,1.8
B. Cristante,28,Italy,186,80,81,CDM,53,73,78,75,78,82,89,82,62,79,1.0,1.86
O. Vlachodimos,29,Greece,190,81,81,GK,64,70,66,64,82,68,39,68,64,46,1.0,1.9
Kepa,28,Spain,189,85,81,GK,59,82,85,41,81,51,37,51,41,61,1.0,1.89
B. Samba,29,France,187,90,81,GK,68,80,79,39,81,75,37,75,39,48,0.0,1.87
M. Mount,24,England,181,74,81,CAM,72,79,82,80,56,67,83,58,73,80,1.0,1.81
I. Rakitić,35,Croatia,184,78,81,CM,50,79,84,78,74,70,72,70,67,85,1.0,1.84
K. Schmeichel,36,Denmark,189,89,81,GK,62,78,79,60,80,63,34,63,60,59,1.0,1.89
Raúl Albiol,37,Spain,190,82,81,CB,36,41,62,63,85,68,33,79,44,64,1.0,1.9
Adryan Zonta,31,Brazil,172,68,81,LB,93,66,75,76,72,77,91,73,81,64,0.0,1.72
Fabián Ruiz,27,Spain,189,70,81,CM,55,78,79,80,74,72,86,67,66,82,0.0,1.89
H. Lozano,27,Mexico,175,70,81,RW,93,76,72,82,41,61,76,52,89,74,1.0,1.75
T. Alderweireld,34,Belgium,186,81,81,CB,54,61,74,67,83,79,72,82,51,77,1.0,1.86
S. Kjær,34,Denmark,190,86,81,CB,59,54,64,60,83,76,61,81,55,55,1.0,1.9
A. Kramarić,32,Croatia,177,73,81,CF,72,81,76,82,32,74,85,69,82,79,1.0,1.77
Iñaki Williams,29,Ghana,186,80,81,RW,94,78,71,79,43,84,87,84,79,73,1.0,1.86
Rui Silva,29,Portugal,191,91,81,GK,58,77,77,34,82,66,27,66,34,55,1.0,1.91
G. Laborde,29,France,181,78,81,ST,72,81,76,79,40,79,88,77,81,78,0.0,1.81
G. Mamardashvili,22,Georgia,199,88,80,GK,65,77,75,35,81,74,45,74,35,34,0.0,1.99
Brahim,23,Spain,171,59,80,CAM,81,71,77,83,30,49,66,44,89,79,1.0,1.71
Florentino,23,Portugal,184,74,80,CDM,58,47,67,73,79,78,81,77,71,70,1.0,1.84
J. Foyth,25,Argentina,187,83,80,RB,71,46,71,72,81,77,72,77,68,65,1.0,1.87
Zubimendi,24,Spain,181,74,80,CDM,64,65,74,75,78,71,79,68,72,76,1.0,1.81
M. Caicedo,21,Ecuador,178,71,80,CDM,74,63,72,77,77,74,82,70,74,74,1.0,1.78
T. Abraham,25,England,195,86,80,ST,81,76,66,77,36,80,77,85,61,77,1.0,1.95
N. Füllkrug,30,Germany,188,83,80,ST,62,83,70,74,40,78,64,84,60,75,1.0,1.88
L. Ocampos,28,Argentina,187,84,80,RW,79,80,77,81,62,83,88,81,78,77,1.0,1.87
M. de Roon,32,Netherlands,185,76,80,CDM,69,70,71,72,82,83,86,81,61,70,1.0,1.85
H. Ziyech,30,Morocco,181,65,80,RW,74,75,83,81,50,64,69,58,82,84,0.0,1.81
M. Arnautović,34,Austria,192,83,80,ST,74,79,78,79,44,80,75,83,70,79,1.0,1.92
L. Bonucci,36,Italy,190,85,80,CB,47,59,70,71,82,75,59,81,55,71,1.0,1.9
Álex Moreno,30,Spain,179,68,80,LB,87,69,73,77,76,70,89,60,83,72,0.0,1.79
H. Traoré,31,Mali,175,70,80,RB,82,57,72,76,75,78,90,73,75,66,1.0,1.75
M. Pašalić,28,Croatia,189,82,80,CAM,73,78,76,80,67,77,83,75,74,77,1.0,1.89
A. Marušić,30,Montenegro,185,85,80,LB,88,66,67,74,76,82,82,83,64,60,1.0,1.85
R. Bensebaini,28,Algeria,187,82,80,LB,77,70,72,77,79,79,77,78,67,63,0.0,1.87
E. Ávila,29,Argentina,172,81,80,ST,78,81,65,78,45,85,76,86,71,68,1.0,1.72
Maikel Catarino,27,Brazil,177,75,80,RB,76,51,70,77,77,72,85,68,83,61,1.0,1.77
C. Biraghi,30,Italy,185,78,80,LB,76,69,78,77,76,75,83,71,72,72,0.0,1.85
M. Icardi,30,Argentina,181,79,80,ST,67,81,69,73,40,72,71,74,68,78,1.0,1.81
Laure Santeiro,23,Brazil,171,63,80,CAM,80,72,77,82,26,45,67,35,85,80,0.0,1.71
Tony Abranjes,35,Brazil,179,80,80,CB,67,39,55,58,81,85,81,91,55,43,1.0,1.79
W. Endo,30,Japan,178,77,80,CM,67,68,73,80,79,75,91,66,74,78,1.0,1.78
H. Mukhtar,28,Germany,173,71,80,CF,82,75,80,82,44,64,87,60,87,85,1.0,1.73
N. Tagliafico,30,Argentina,172,65,80,LB,79,56,72,75,78,80,87,75,78,69,0.0,1.72
M. Nérez,32,Uruguay,178,69,80,LB,79,54,75,78,76,74,89,68,83,75,0.0,1.78
E. Schetino,28,Uruguay,185,80,80,CB,80,43,56,65,82,76,76,73,77,42,1.0,1.85
J. Sildero,28,Uruguay,177,75,80,CAM,81,77,80,79,40,71,80,70,83,83,1.0,1.77
S. Mandíquez,31,Ecuador,188,84,80,ST,80,80,56,74,29,80,68,91,72,53,1.0,1.88
A. Robben,36,Netherlands,180,80,80,RW,74,82,78,86,30,57,51,66,79,77,0.0,1.8
Miranda,35,Brazil,186,80,80,CB,65,49,66,69,81,77,66,79,60,61,1.0,1.86
Ł. Piszczek,35,Poland,184,79,80,CB,72,68,74,72,81,78,72,78,66,73,1.0,1.84
B. Ivanović,36,Serbia,185,91,80,CB,62,61,68,61,81,83,78,85,57,57,1.0,1.85
David Luiz,33,Brazil,189,86,80,CB,60,65,74,71,79,77,68,78,66,71,1.0,1.89
S. Giovinco,33,Italy,163,61,80,CAM,80,77,78,86,27,56,75,42,93,78,1.0,1.63
Giuliano,30,Brazil,172,68,80,CAM,79,76,77,81,46,75,82,74,85,80,1.0,1.72
Hulk,33,Brazil,180,85,80,RW,80,82,77,81,46,86,85,89,70,78,0.0,1.8
J. Serendero,32,Uruguay,190,85,80,GK,60,79,77,34,78,79,29,79,34,71,1.0,1.9
J. Frendado,36,Uruguay,181,82,80,CB,71,61,57,62,82,75,60,77,61,50,1.0,1.81
M. Baldona,36,Uruguay,177,75,80,CDM,68,62,74,76,78,77,89,71,78,73,1.0,1.77
S. Ardero,32,Uruguay,171,63,80,CAM,82,72,77,83,26,51,67,48,89,80,0.0,1.71
L. Dálves,28,Uruguay,188,83,80,ST,80,82,60,71,34,75,56,87,55,58,1.0,1.88
V. Muriqi,29,Kosovo,194,92,80,ST,55,82,63,73,29,82,72,91,42,66,0.0,1.94
V. Rongier,28,France,172,67,80,CDM,68,65,75,78,76,80,88,77,74,78,1.0,1.72
David Soria,30,Spain,192,85,80,GK,62,75,73,49,80,75,43,75,49,45,1.0,1.92
J. Corona,30,Mexico,173,66,80,RW,81,65,79,86,73,67,82,57,88,82,1.0,1.73
N. Gudelj,31,Serbia,187,79,80,CB,55,73,78,70,79,85,80,88,61,74,1.0,1.87
Joan Jordán,28,Spain,184,74,80,CM,56,76,79,77,70,75,78,74,65,81,1.0,1.84
Álex Berenguer,27,Spain,175,73,80,LW,82,75,76,82,64,66,80,55,87,80,1.0,1.75
M. Dmitrović,31,Serbia,194,91,80,GK,58,79,79,32,80,79,45,79,32,45,0.0,1.94
Nuno Santos,28,Portugal,177,72,80,LW,83,81,76,80,67,69,84,60,81,76,0.0,1.77
Sergi Roberto,31,Spain,178,68,80,RB,74,63,79,77,75,73,87,69,69,81,1.0,1.78
Oriol Romeu,31,Spain,183,83,80,CDM,43,54,69,67,79,82,75,83,53,74,1.0,1.83
André Silva,27,Portugal,185,84,80,ST,74,80,70,81,46,77,77,77,77,74,1.0,1.85
M. Arambarri,27,Uruguay,175,74,80,CDM,62,65,74,76,79,78,78,77,69,77,1.0,1.75
J. Veretout,30,France,177,67,80,CM,74,75,78,79,76,80,83,78,77,79,1.0,1.77
Deulofeu,29,Spain,177,73,80,CF,90,79,76,86,30,67,71,67,92,76,1.0,1.77
Suso,29,Spain,177,70,80,RW,72,76,80,83,32,51,62,50,79,79,0.0,1.77
Héniton Pires,27,Brazil,182,74,80,GK,60,77,78,42,80,64,30,64,42,70,1.0,1.82
Heberto Gaúcho,27,Brazil,181,82,80,CB,71,61,57,63,82,80,76,79,61,50,1.0,1.81
L. Perrin,33,France,181,80,80,CB,52,58,69,66,81,76,71,78,62,63,1.0,1.81
Charles,35,Brazil,179,76,80,ST,60,81,61,79,35,67,58,70,79,56,1.0,1.79
Naldo,36,Brazil,198,91,80,CB,53,65,62,60,81,71,56,80,45,59,1.0,1.98
D. Perotti,30,Argentina,179,70,80,LW,75,70,77,86,42,57,61,56,81,81,1.0,1.79
S. Sorrentino,39,Italy,186,85,80,GK,58,72,66,52,81,74,28,74,52,34,1.0,1.86
Fernando Torres,34,Spain,186,79,80,ST,75,77,71,77,32,67,60,72,70,76,1.0,1.86
S. Lichtsteiner,34,Switzerland,182,76,80,RB,71,58,72,76,79,74,76,70,73,62,1.0,1.82
Juanfran,33,Spain,181,71,80,RB,81,58,74,77,76,76,80,74,74,72,1.0,1.81
I. Denisov,34,Russia,176,70,80,CDM,66,65,73,75,78,75,86,64,77,72,1.0,1.76
L. Diarra,33,France,174,74,80,CDM,69,52,70,77,77,74,85,68,79,73,1.0,1.74
D. Sturridge,28,England,180,76,80,ST,75,81,68,78,23,63,56,66,74,74,0.0,1.8
Susaeta,30,Spain,179,68,80,RW,75,71,84,83,41,63,68,58,81,84,1.0,1.79
I. Akinfeev,35,Russia,186,78,80,GK,68,76,78,53,82,72,35,72,53,59,1.0,1.86
Marcelo,33,Brazil,174,75,80,LB,73,72,80,87,75,71,67,70,80,78,0.0,1.74
M. Benatia,34,Morocco,189,94,80,CB,63,45,52,63,81,82,69,88,59,47,1.0,1.89
Nacho Monreal,35,Spain,180,77,80,LB,65,61,74,74,80,68,69,64,69,71,0.0,1.8
E. Salvio,30,Argentina,173,71,80,RW,86,76,73,84,57,68,75,63,86,74,1.0,1.73
Rafinha,28,Brazil,174,71,80,CM,71,75,80,84,69,68,66,67,83,83,0.0,1.74
L. Spinazzola,30,Italy,186,75,80,LB,91,64,72,79,76,69,69,66,80,72,1.0,1.86
Edgar Badia,31,Spain,180,70,80,GK,62,77,77,53,79,55,35,55,53,45,1.0,1.8
M. Sabitzer,29,Austria,178,76,80,CM,69,81,80,80,72,75,73,74,74,81,1.0,1.78
E. Lamela,31,Argentina,181,79,80,RW,79,77,78,83,54,69,68,61,80,77,0.0,1.81
S. Mignolet,35,Belgium,193,87,80,GK,67,74,74,34,82,72,31,72,34,43,1.0,1.93
T. Savanier,31,France,172,69,80,CAM,62,75,83,82,68,70,77,62,86,84,1.0,1.72
Matheus,30,Brazil,190,84,80,GK,64,79,81,45,81,71,32,71,45,52,1.0,1.9
Saúl,28,Spain,184,75,80,CM,69,76,76,78,77,75,75,75,72,80,0.0,1.84
E. Forsberg,31,Sweden,177,76,80,CAM,65,73,82,82,36,61,67,59,78,83,1.0,1.77
F. Muslera,37,Uruguay,190,74,80,GK,64,75,72,60,79,68,40,68,60,62,1.0,1.9
J. Henderson,33,England,187,80,80,CM,61,73,80,77,76,78,84,74,64,77,1.0,1.87
Richarlison,26,Brazil,184,71,80,ST,77,79,72,82,53,78,77,75,81,74,1.0,1.84
H. Barnes,25,England,185,72,80,LW,85,77,75,81,43,69,74,72,78,80,1.0,1.85
M. Darmian,33,Italy,183,70,80,CB,71,59,73,76,83,71,79,62,77,65,1.0,1.83
Rafael Tolói,32,Italy,185,75,80,CB,67,52,59,65,82,82,82,82,61,50,1.0,1.85
P. Aubameyang,34,Gabon,187,80,80,ST,83,81,72,77,35,64,62,71,71,71,1.0,1.87
